instruction,texts,labels
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Elloaraiyum manushan ah parungada aven apdirka karanam Vadakan's society and the Government only 💯📌🙂,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,பார்ப்பானும் பறையனும் ஒன்னு  பழமொழி உள்ளது 😁😂,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,இது சாத்தான் (சங்கிகள்) செய்கிற வேலை,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"உயர்ந்த குலத்தோர் தேவேந்திர குலத்தோர் 
வேளாளர்  குலத்தோர்",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,வெளிநாட்டு கார சேனல் எங்கள் வீட்டில் சண்டை நடந்தா உனக்கு எங்கே வலிக்குது. இந்தியாவிற்கு செலுத்த வேண்டிய வரி திருடாமல் கட்ட பழகிட்டு அப்புறம் உலகின் ஒரே இந்துக்களான பிரதமர் மோடியை தவறாக சித்தரிக்க முயற்சிக்காதே இந்த ஏமாந்த தமிழ்நாட்டு மக்கள் தன் மக்கள் தொகையில் பாதியை உங்கள் பிரிட்டிஷ் கொடுமைகாரன் விட்டு சென்ற கிறிஸ்துவ மதத்திற்கு மாறி மோடிக்கு எதிராக வேலை செய்யலாம் ஆனால் சத்தியம் தோற்காது வாய்மையே வெல்லும்,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,நண்பா நானும் அதன் சொல்லுறேன். வடக்கன்ஸ் தேவை இல்லை தமிழ்நாட்டுக்கு. என்ன வளம் இல்லை இந்த திருநாட்டில் ஏன் கையை ஏந்த வேண்டும் மற்றவர் இடத்தில்..🙏,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Idhu kumbakonam la entha area? Eppo nadanthuchi,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"தமிழனைத் தமிழனே ஆளவேண்டும் என்ற கொள்கையால் அந்நிய இந்திய ராணுவத்தின் பாதுகாப்பில் வாழ்வதை தூமையும் மலமும் தின்பதாக சீமான் உணாகிறார்
தனி நாடு அமைய இந்தியாவை எதிர்த்து குண்டடிபட்டு சாகவும் தயார்",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Pls send back North Indian people back home pls tamilnadu government,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Avanga ozhaikuranga etho oru velai aachu seiranga meen vangiyachu vikranga neenga anga atha seiyama suma pora varavana kalaichukitu suthitu iruntha epdi velai irukum. Unga mind le 1 latcham peru sonathum audio launch tha neyapagam varuthu avanga 1 latcham perum ozhaika varanga neenga kathai pesitu iruka vendiyathu than.,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"Arey bhagvaaan, nee India la irukuthu.. Evan vena Inga vanthu work pannalaam..",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"டேய் அந்த பொம்பள விவரம் தெரியாம பேசுது,,, கிராமத்துல வசூலிக்கபடும் வீட்டு வரி, குடிநீர் வரி யை தான் அந்த தலித் பொம்பளை வரி கொடுக்குறோம்னு சொல்லுது,,, ஆனால் கோவில் வரி என்பது வேறு,,, தமிழ் நாடு முழுக்க எந்த சாதிகாரங்களும் (பள்ளன் உட்பட ) பறையன்களிடம் கோவில் வரி வாங்க மாட்டார்கள்,,, பறையர்களை கோவிலுக்கு உள்ளேயும் விட மாட்டார்கள்,,,",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,எந்த அகராதி nu சொல்லிட்டா உங்களை பொலக்க வசதியா இருக்கும்.,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,இந்திகாரர்கள்  இங்கு வீடுகளை நிலங்களை வாங்கி இந்திமொழியை திணிக்க வேண்டும் 🙏,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"im hadmaster which the school u study Tell this to your CM Stalin, who wants to ally with TMC/CPM, they have destroyed all industries in Bengal.Bengal was once industrial hub of India. Bihar and Jharkand were always historically backward. Bengalis literally got destroyed by communists and TMC.",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @s.s.k6472  correct. Chennai la 50% city ya pudichittanuga. Veedu katti settle aaittanuga. Seeman sir sollurathu 💯% correct,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Mukthar இருந்திருந்தால் நல்லா இருந்திருக்கும்,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,La mukulathour nu sollu la nei rompa pasurala la,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Modhala indha video ae report Pananum.... Hindi theriyaama Ena maithuku Mike aa thookitu poona apram epdi nee solradhu avangaluku puriyum?  Mamaglitz,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,சம்பவம் சம்பவம்.செல்ரியே என்ன சம்பவம் செல்லமாட்டான் போலிருக்கே.,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @sumathimathi5605  தமிழகம் இன்று முன் மாதிரியாக இருக்கிறது என்றாள் திமுக அண்ணா திமுக அல்ல காமராஜர் அவர்கள் வந்தது,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @SVSSEAGA  நீ உண்மையான ஆம்பளைய இருந்தா நேர்ல வந்து பேசு,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.," @relover9968  Ratna Saba pathi mudaliyar , jambulinga mudaliyar , Tiruppur Kumaran mudaliyar ,Kiruba nantha variyar mudaliyar Annadurai mudaliyar ,nataraaja mudaliyar , pammal k sambantham mudaliyar etc..... Da poda vennai",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"இதை பற்றி ஏற்கனவே பதிவு செய்தது தான். உங்களைப் போன்ற ஊடகங்கள் மிக முக்கிய காரணம். தமிழர்கள் என்று ஆங்காங்கே சிறு வலை தளங்கள் திமுக ஆநரவாளர்கள் என்று கூறிக் கொண்டு பிற மொழி பேசும் மக்கள் மீது வெறுப்பை வேண்டுமென்று பகையை வளர்த்து வது  ஆந்திராவில் செம்மர கடத்தல் 
ஈரோட்டில் ஆலைக்குள் வண்டியை ஓட்டி ஒரு வட தொழிலாளியை இடித்து விட்டு இழப்பீடு பிரச்சனை.  இந்த பிரச்சனைப்பற்றி டிஜிபி உளவு துறை அறிக்கை பெற்றாரா? முதல்வர் இது குறித்து விவரம் அறிவாரா?  ஒவ்வொரு மாவட்ட ஆட்சியர் காவல்துறை கண்காணிப்பாளர் செயல்பட வேண்டிய நேரம். ஏனோ தானா இருந்தால்.............",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,இந்த கமெண்ட்ஸ்ல எவ்வளவு பேர் இருக்கீங்களோ அவ்வளவு பேரும் அடுத்த எலக்சன்ல நம்ம சீமான் அண்ணனுக்கு ஓட்டு போடுங்க அப்பொதான் தமிழ்நாடு நல்ல நிலைமைக்கு வரும் தயவு செஞ்சு உங்கள் ஓட்டு வீனாக்காதீங்க   திமுக கோ போடாதீங்க அதிமுக கோ ஓட்டு போடாதீங்க புரிஞ்சவக ஒரு லைக் போடுங்க சீமான் அண்ணாவர் புடிச்சவங்க மட்டும் ஓட்டு போடுங்க புடிக்காதவங்க தேவை இல்லாம மெசேஜ் பண்ணுவாங்க அதிலேயே தெரியும் தேவை இல்லாத மெசேஜ் பண்றவங்க எல்லாம் அவருக்கு எதிரா இருக்காங்கன்னு அர்த்தம் கமெண்ட்ஸ் இருக்கிறவங்க மட்டும் ஓட்டு போட்டிங்கனலெ அவர் ஈசியாக‌ வெற்றி பெற்றிடுவார்,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @dsv4629  veli Nadu pona kudiyurimai vanga mudiyadhu dhan.aana ulnatula vela parka kudiyurimai thevaye illaye.nammalum endha state ku venalum poi vela pakalame.tasmacc viyabarigala Vida evanum namma nilatha aataya poda mudiyadhu.,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,ஜாதி என்னும் சாக்கடைய உருவாக்கிய மிருங்களே அடிச்சுட்டு சாவுங்கடா டா பிராமின் நாயுங்களா,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @freak7514  we r not Hindus. We r vanniyar avlodhan. We will put saivam or vainavam. No need hindu identity..,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"எதுவாக இருந்தாலும் சரி, srilankaவில் நடந்தது போல் தமிழ்நாட்டில் நடக்கக்கூடாது.. தயவுசெய்து அனைவரும் விழிப்புடன் இருக்க வேண்டும் என மன்றாடி கேட்டுக்கொள்கிறேன்..🙏",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Nammalaunga veli naadu varaikum poi vela pakkala 😑 avan avanuku avan kashtam learn to respect people 🤘,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,அண்ணா Superrr ... தேவேந்திரகுல வேளாளர் சார்பாக வாழ்த்துக்கள் ....,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Avar yethuku da sowkarpettai la poi edatha vaanganum?!,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,From Vellore agamudaiyar ... ஒற்றுமையன்மையே main reason for our lost individual identity td,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,மார்வாடிகள் நம்ம தமிழர்களை தான் வேலைக்கு வைப்பார்கள்,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Ithukku Ellam government than kaaranam vote I'd ration card Ellam kudutha epdi povanunga,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Tamilnadu tac mac makkal,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"ஏண்டா அறிவு இருக்கா உங்களுக்கு... நீங்க தமிழனுக்கு மனிதம் சொல்லி கொடுக்குறீங்களா...நாம இங்க இருந்து போனா அவங்க பாத்துப்பாங்களா..டேய்.. என்னுடைய சொந்த அனுபவம், எங்க கடைல வேலை செஞ்ச ஒரு இந்தி பையன் அவங்க வீட்டுக்கு வீடியோ கால் பேசிட்டு இருந்தான், உங்களை மாறி மனிதம் பாத்து தான் நானும் போய் பேசுனேன், அவங்க அதுக்கு அந்த பையன் கிட்ட என்ன தெரியுமா சொன்னாங்க... எதுக்கு தமிழ் காரங்க கிட்ட எல்லாம் பேசுற, போரயா வேலா செய்றயா அங்க இருக்க நம்ம ஆளுங்க கூட மட்டும் பழகுன்னு... இவங்க அங்க நாம போனா நம்மள பாத்துப்பாங்களா😂😂..நம்ம கிட்ட சம்பளம் வங்குறப்போவே இப்படி பாக்குறாங்க இன்னும் நாம அங்க போய் அவங்க கிட்ட வேலை செஞ்சா என்ன செய்வாங்க... இப்போ எங்க கடைல தமிழர்கள் தான் வேலை செய்றாங்க...",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @harsh-romatic    tamil people also doing lot of crimes here in dharavi but no one will discriminate them because Mumbaikars aren't racist like you,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,AVANGALA PAATHALUM PAAVAMA THAAN IRUKKU😔,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,முன்பெல்லாம் வெள்ளைக்காரர்கள் ஆட்சியேபரவாயில்லையென்றார்கள் இப்போது அப்படி சொல்வார்களா? சிந்தியுங்கள்!,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.," @mohankumar-hi5rc  u don't understand.. OK..  let me make it simple.. I'm a vegetarian.. I think meat eating is sin.. Will u come into my house and eat NV... u won't because it is common sense.. similarly if they have a private temple, why shld u bother them.. its not ur bread and butter.. why bother them.. u have to understand live and let live ...",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"appo Britishkaran varumothu yen avana viratuna.avan education,public administration sollitanthathu avan dhana.",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,முக்குலத்தோர் வேற அகமுடையார் வேறு போல அப்போ இத்தனை வருடமாக தேவரை சொந்தம் கொண்டாடினார்கள் இப்போ தேவர் இல்லையா சாதி தெரியல போல வெள்ளாளர் என்னது தனி சாதி என்று எல்லோருக்கும் தெரியும் உங்களை போல் மனநோயாளி கூட்டதில் தெரியாது போல,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,உண்மை உண்மை இனி வரும் காலம் தலைவா நீ ஒருவனை என் தமிழன் உண்மையான ஒவ்வோரு தமிழனும் நம் சீமான் அண்ணன் க்கு மட்டுமே ஓட்டுபோடுங்க மக்களே சிந்தியுங்கள் இவர்கள் இருவருக்கும் மாறி மாறி வாக்களித்து என்னத்த கட்டிக்க அதைப்போல் இவற்க்கும் ஒரு வாய்ப்பு கொடுங்கள் மக்களே,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,தமிழன் ஒருத்தனகூட வடநாட்டுக்காரன் ஒரு கடை வச்சி பொழப்பு நடத்த விடமாட்டான்... இங்கே அவனுங்களுக்கு எவ்வளவு சொத்து தெரியுமா? ஏய் மானங்கெட்ட தமிழனுங்களா எல்லாம் நீ அவனுங்களுக்கு வித்து தொலைச்சதுடா முட்டாப்பயலுங்களே திருந்துங்கடா,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"அருமையான செயல் அண்ணா இது உண்மையும் உண்மையும் தமிழர்களாகிய நாமே இதற்குக் காரணம் சாதி, மதம் என்று சண்டையிட்டுக் கொண்டிருக்கிறோம், அவர்கள் தமிழ்நாட்டில் தங்கள் வளர்ச்சிக்காகவும், குடியேறுவதற்காகவும் போராடுகிறார்கள். இதை அரேஸ்ட் கொண்டு வரும்போது அல்லது ஒருநாள் சென்னையில் நிம்மதியாக வாழ்ந்து வளரும் ஒரு தமிழனைக் காண முடியாது. சென்னை விரைவில் இந்தி மாநிலமாக மாறும். இந்த மக்களை மாற்றுவதை அரசாங்கம் கட்டுப்படுத்த வேண்டும்.
",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"Ippadi than Idi Amin namma aatkalai Uganda vil irunthu virattai adiathan. Uganda kathai enna vaittru. Tamilan Delhi, Bombay, Karnataka, Kerala, mattrum velinadugal pala idathil irukkanga markka koodathu.",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @jaganerick4761  sumalam elutha mudiyathu first ne tamil language ha un school la padichi irukanum..,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Adayalam alikurathe elarukum velaya pochi solratha evanum kekamatanga agamudayar nu iruka elarum separate aidanga ana yarum ila epo agamudayar nu all irukanga nu adayalame ilama aga pakuringa but na agamudayar enoda age 33 but agamudayar la ponnu ketaikala ean na agamudayar nu Elam senthu ila elarum separate ah irukanga ........this is true,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,நம்ம நாட்டுல அரசியல்வாதிகள் நம்மள பிச்சை எடுக்க வச்சாங்க அதுல வேற அவன் நாட்டுல வேற போயி பிச்சை எடுக்கணுமா,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,இவனுங்க பள்ளன். இவனுக்கும் வெள்ளாள கவுண்டர்க்கும் எந்த சம்பந்தமும் இல்லை,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Oru appavikittathaan unga veeram,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,சுத்தமான தமிழ்ல பேசுங்கோணா,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"13:48 இந்தமரிதான் ஆய்டும் போல போரப்போக்க பாத்த...
 யாரா இருந்தாலும் தமிழ் லையே பேசிங்கப்பா ஹிந்தி லைட்ட தெரிஜாளும்.இந்த வீடியோ ல கூட அவன் தமிழ் தெரிஞ்ஜாளும் பேச மாட்ரான் நம்ப தெரியலான கூட பேசறோம். 
 இந்தி திணிச்சத்தானடா பேச மாட்டிங்க நாங்க இந்தி காரன திணிக்கிறோம் அப்போ பேசித்தானட அவனும்னு பிளான் னா என்னவோ வருதாமா இருக்கு🙁
டாப் லிஸ்ட் ல தமிழ் நாடும் ஒண்ணு அதான் ஆக்ரமிக்க பாக்றாங்க போல...",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"மனித குலத்தை பிரிவினையாக்கியவர்கள்.  அவர்களுக்குள் வினைவிதைத்தவர்கள்.

வினையைவிதைத்தவர்கள் திணையை அல்ல வினையைத்தானே அறுக்கவேண்டும்.",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,நம்ம நார்மலா வேலை பாக்குறோம்...    அவனுக கஞ்சா போதைல வேலை பாக்குறானுக.    ஆக நாம சோம்பேறி. அது தான் உண்மை,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,உள்ளூர் ல வே ல பாக்க மாட்டோம் வேலி நாட்டுல என்ன வெளா கொடுத்தாலும் பாப் பாக இங்க செஞ்ச அவுங்களுக்கு கவுரவ கொரசல் ஆய்ருசு .வந்து வெல பக்குரவுகளா தவறா சொல்ல வேண்டஅம் அனைவரும் நம் மக்களே,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @dineshkumar6695  unga amma va  anupina experience pola!!!,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"பைத்தியமா நீ அகத்தியர் குடகு மலையில் பிறந்து வளர்ந்தவர், அவரை வடக்கனாக்கி பாக்குற",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,ராவணனுக்கு உத்திர பிரதேஷ மாநிலம் பிர்சாக்ல உள்ளதை விட பெரிய கோவில் எழுப்ப வேண்டும்,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,More Tamil population must start stores and businesses in Tamilnadu and Tamil population should support them,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"தமிழக முதலாளிகளே, கடை உரிமையாளர்களே.
தயவுசெய்து வட மாநிலத்தவர்களுடன் தமிழக தொழிலாளர்களை சம்பளத்தில் ஒப்பீடு செய்ய வேண்டாம். அவன் 50 ஆண்டுகள் பின்தங்கியுள்ள மாநிலத்திலிருந்து  வருகிறான்
அவன் 100 ரூபாய்க்கும் வேலை பார்ப்பான் சாப்பாட்டுக்கும் வேலை பார்ப்பான் அதனால் நியாயமான சம்பளத்தை தமிழர்களுக்கு வழங்க முன்வந்தால் தமிழர்களும் உழைக்க தயாராகவே இருக்கிறோம்.......",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Humanity ah paruga da thaili pasangala,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,வட மாநிலத்தனர்ரால் தமிழர்களுக்கு வேலை குறைவாக உள்ளது,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"இந்த மாதிரி கேவலமான பேட்டி எடுக்கும் நாய்கள் தமிழ்நாட்டில் இருந்தால் வடக்கன்ஸ் வரத்தானே செய்வானுங்க , இவனுங்களை மாதிரி தமிழன் எங்கயும் டிக்கெட் எடுக்காமல் போலயே , திருட்டு கூ*** மாதிரி வேலை பாக்களையே",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.," @thamizhanthamizhan7246  என்னமோ போங்க, மக்களின் வியர்வையையும் ரத்தத்தையும் ஊழைப்பாக்கி அதன் மூலம் வரும் பணத்தை வரியாக கொடுத்தால் அதை தின்று கொழுப்பதோடு மட்டுமல்லாது அந்த பணத்தை காவலர்கள் என்ற பெயரில் இருப்பவர்களுக்கு ஊதியமாக கொடுத்து மக்களை அடிக்கச்செய்வது,",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"Pavada inyour religion protestant catholic like howmany sects?
Why difference",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Innocent ahh???? lol go to North India and you will recognise who is innocent and who isn't??,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,திருப்பூர்- வடக்கன்பூர் என்று பெயர் மாற்றப்படும்?,1
